,execution_idx,application,case,version,exception_name,frame_level,search_budget,fitness_function_value,number_of_fitness_evaluations,fitness_function_evolution,p_object_pool,seed_clone,seed_mutations
52020,1,lang,LANG-39b,39b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52021,1,lang,LANG-39b,39b,java.lang.NullPointerException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52022,2,lang,LANG-39b,39b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52023,2,lang,LANG-39b,39b,java.lang.NullPointerException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52024,3,lang,LANG-39b,39b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52025,3,lang,LANG-39b,39b,java.lang.NullPointerException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52026,5,lang,LANG-39b,39b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52027,4,lang,LANG-39b,39b,java.lang.NullPointerException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52028,4,lang,LANG-39b,39b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52029,6,lang,LANG-39b,39b,java.lang.NullPointerException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52030,6,lang,LANG-39b,39b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52031,5,lang,LANG-39b,39b,java.lang.NullPointerException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52032,7,lang,LANG-39b,39b,java.lang.NullPointerException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52033,8,lang,LANG-39b,39b,java.lang.NullPointerException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52034,8,lang,LANG-39b,39b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52035,1,lang,LANG-57b,57b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52036,7,lang,LANG-39b,39b,java.lang.NullPointerException,1,62328,0.0,200.0,"[3.0,100][0.0,200]",0.3,0.2,3
52037,2,lang,LANG-57b,57b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52038,3,lang,LANG-57b,57b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52039,9,lang,LANG-39b,39b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52040,5,lang,LANG-57b,57b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52041,6,lang,LANG-57b,57b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52042,9,lang,LANG-39b,39b,java.lang.NullPointerException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52043,7,lang,LANG-57b,57b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52044,8,lang,LANG-57b,57b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52045,10,lang,LANG-39b,39b,java.lang.NullPointerException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52046,9,lang,LANG-57b,57b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52048,10,lang,LANG-57b,57b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52050,10,lang,LANG-39b,39b,java.lang.NullPointerException,1,62328,0.0,200.0,"[3.0,100][0.0,200]",0.3,0.2,3
52054,1,math,MATH-4b,4b,java.lang.NullPointerException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52055,2,math,MATH-4b,4b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52056,3,math,MATH-4b,4b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52057,1,math,MATH-4b,4b,java.lang.NullPointerException,1,62328,0.0,200.0,"[3.0,100][0.0,200]",0.3,0.2,3
52060,1,math,MATH-4b,4b,java.lang.NullPointerException,3,62328,0.0,200.0,"[0.6585365853658536,100][0.0,200]",0.3,0.2,3
52062,2,math,MATH-4b,4b,java.lang.NullPointerException,3,62328,0.0,200.0,"[0.6,100][0.0,200]",0.3,0.2,3
52063,3,math,MATH-4b,4b,java.lang.NullPointerException,2,62328,0.0,200.0,"[0.5714285714285715,100][0.0,200]",0.3,0.2,3
52066,5,math,MATH-4b,4b,java.lang.NullPointerException,1,62328,0.0,200.0,"[4.5,100][0.0,200]",0.3,0.2,3
52067,3,math,MATH-4b,4b,java.lang.NullPointerException,3,62328,0.0,200.0,"[0.6,100][0.0,200]",0.3,0.2,3
52068,6,math,MATH-4b,4b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52069,6,math,MATH-4b,4b,java.lang.NullPointerException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52070,4,math,MATH-4b,4b,java.lang.NullPointerException,3,62328,0.0,200.0,"[0.6585365853658536,100][0.0,200]",0.3,0.2,3
52071,5,math,MATH-4b,4b,java.lang.NullPointerException,3,62328,0.0,200.0,"[0.6585365853658536,100][0.0,200]",0.3,0.2,3
52072,2,math,MATH-4b,4b,java.lang.NullPointerException,2,62328,0.0,600.0,"[3.0,100][0.5714285714285715,200][0.0,600]",0.3,0.2,3
52073,4,math,MATH-4b,4b,java.lang.NullPointerException,2,62328,0.0,300.0,"[0.5714285714285715,100][0.0,300]",0.3,0.2,3
52074,4,math,MATH-4b,4b,java.lang.NullPointerException,1,62328,0.0,300.0,"[3.0,100][0.4,200][0.0,300]",0.3,0.2,3
52075,5,math,MATH-4b,4b,java.lang.NullPointerException,2,62328,0.0,200.0,"[0.5714285714285715,100][0.0,200]",0.3,0.2,3
52076,8,math,MATH-4b,4b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
52077,6,math,MATH-4b,4b,java.lang.NullPointerException,3,62328,0.0,200.0,"[0.6666666666666666,100][0.0,200]",0.3,0.2,3
52078,7,math,MATH-4b,4b,java.lang.NullPointerException,2,62328,0.0,200.0,"[0.5714285714285715,100][0.0,200]",0.3,0.2,3
52079,7,math,MATH-4b,4b,java.lang.NullPointerException,3,62328,0.0,200.0,"[0.6,100][0.0,200]",0.3,0.2,3
52080,7,math,MATH-4b,4b,java.lang.NullPointerException,1,62328,0.0,400.0,"[0.4,100][0.0,400]",0.3,0.2,3
52081,8,math,MATH-4b,4b,java.lang.NullPointerException,3,62328,0.0,200.0,"[0.6666666666666666,100][0.0,200]",0.3,0.2,3
52082,9,math,MATH-4b,4b,java.lang.NullPointerException,3,62328,0.0,200.0,"[0.6,100][0.0,200]",0.3,0.2,3
52083,9,math,MATH-4b,4b,java.lang.NullPointerException,1,62328,0.0,300.0,"[4.5,100][0.4,200][0.0,300]",0.3,0.2,3
52084,10,math,MATH-4b,4b,java.lang.NullPointerException,2,62328,0.0,300.0,"[3.0,100][0.0,300]",0.3,0.2,3
52086,8,math,MATH-4b,4b,java.lang.NullPointerException,2,62328,0.0,500.0,"[3.0,100][0.5714285714285715,200][0.0,500]",0.3,0.2,3
52087,10,math,MATH-4b,4b,java.lang.NullPointerException,3,62328,0.0,300.0,"[0.6,100][0.3,200][0.0,300]",0.3,0.2,3
52088,10,math,MATH-4b,4b,java.lang.NullPointerException,1,62328,0.0,400.0,"[0.4,100][0.0,400]",0.3,0.2,3
52089,9,math,MATH-4b,4b,java.lang.NullPointerException,2,62328,0.0,600.0,"[0.5714285714285715,100][0.4,400][0.0,600]",0.3,0.2,3
52149,4,lang,LANG-57b,57b,java.lang.NullPointerException,1,62328,0.4285714285714285,12600.0,"[3.0,100][0.42857142857142855,200]",0.3,0.2,3
56281,1,time,TIME-5b,5b,java.lang.UnsupportedOperationException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56283,1,time,TIME-5b,5b,java.lang.UnsupportedOperationException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56284,2,time,TIME-5b,5b,java.lang.UnsupportedOperationException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56286,3,time,TIME-5b,5b,java.lang.UnsupportedOperationException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56287,3,time,TIME-5b,5b,java.lang.UnsupportedOperationException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56289,4,time,TIME-5b,5b,java.lang.UnsupportedOperationException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56290,4,time,TIME-5b,5b,java.lang.UnsupportedOperationException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56291,5,time,TIME-5b,5b,java.lang.UnsupportedOperationException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56295,6,time,TIME-5b,5b,java.lang.UnsupportedOperationException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56296,6,time,TIME-5b,5b,java.lang.UnsupportedOperationException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56297,6,time,TIME-5b,5b,java.lang.UnsupportedOperationException,3,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56301,7,time,TIME-5b,5b,java.lang.UnsupportedOperationException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56302,7,time,TIME-5b,5b,java.lang.UnsupportedOperationException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56310,8,time,TIME-5b,5b,java.lang.UnsupportedOperationException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56312,8,time,TIME-5b,5b,java.lang.UnsupportedOperationException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56313,9,time,TIME-5b,5b,java.lang.UnsupportedOperationException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56314,10,time,TIME-5b,5b,java.lang.UnsupportedOperationException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56316,10,time,TIME-5b,5b,java.lang.UnsupportedOperationException,3,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56318,1,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56319,1,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,1,62328,0.0,200.0,"[3.0,100][0.0,200]",0.3,0.2,3
56321,2,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56322,2,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,1,62328,0.0,200.0,"[3.0,100][0.0,200]",0.3,0.2,3
56323,1,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,5,62328,0.0,200.0,"[4.2,100][0.0,200]",0.3,0.2,3
56324,1,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,3,62328,0.0,300.0,"[3.0,100][0.42857142857142855,200][0.0,300]",0.3,0.2,3
56325,2,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,4,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56326,2,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,3,62328,0.0,300.0,"[3.0,100][0.42857142857142855,200][0.0,300]",0.3,0.2,3
56327,3,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56329,3,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,1,62328,0.0,200.0,"[3.0,100][0.0,200]",0.3,0.2,3
56330,1,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,4,62328,0.0,800.0,"[0.42857142857142855,100][0.0,800]",0.3,0.2,3
56331,5,time,TIME-5b,5b,java.lang.UnsupportedOperationException,2,62328,0.0,3800.0,"[0.5862068965517241,100][0.0,3800]",0.3,0.2,3
56332,3,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,4,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56333,2,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,5,62328,0.0,400.0,"[4.875,100][4.2,200][0.0,400]",0.3,0.2,3
56334,3,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,3,62328,0.0,300.0,"[3.0,100][0.42857142857142855,200][0.0,300]",0.3,0.2,3
56335,4,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56336,4,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,1,62328,0.0,200.0,"[3.0,100][0.0,200]",0.3,0.2,3
56337,3,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,5,62328,0.0,300.0,"[4.2,100][0.0,300]",0.3,0.2,3
56338,9,time,TIME-5b,5b,java.lang.UnsupportedOperationException,2,62328,0.0,2100.0,"[3.0,100][0.0,2100]",0.3,0.2,3
56340,5,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56341,5,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,1,62328,0.0,200.0,"[3.0,100][0.0,200]",0.3,0.2,3
56344,4,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,3,62328,0.0,400.0,"[3.0,100][0.42857142857142855,200][0.0,400]",0.3,0.2,3
56348,6,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56349,6,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,1,62328,0.0,200.0,"[3.0,100][0.0,200]",0.3,0.2,3
56350,5,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,5,62328,0.0,200.0,"[4.2,100][0.0,200]",0.3,0.2,3
56351,4,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,4,62328,0.0,500.0,"[3.0,100][0.42857142857142855,200][0.0,500]",0.3,0.2,3
56353,5,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,3,62328,0.0,400.0,"[3.0,100][0.42857142857142855,200][0.0,400]",0.3,0.2,3
56356,7,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56357,6,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,3,62328,0.0,400.0,"[3.0,100][0.42857142857142855,200][0.0,400]",0.3,0.2,3
56360,7,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,1,62328,0.0,200.0,"[3.0,100][0.0,200]",0.3,0.2,3
56363,6,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,4,62328,0.0,600.0,"[0.6551724137931034,100][0.42857142857142855,300][0.0,600]",0.3,0.2,3
56364,8,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56365,5,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,4,62328,0.0,1100.0,"[3.0,100][0.6551724137931034,300][0.42857142857142855,500][0.0,1100]",0.3,0.2,3
56367,8,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,1,62328,0.0,200.0,"[3.0,100][0.0,200]",0.3,0.2,3
56369,8,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,3,62328,0.0,200.0,"[3.0,100][0.0,200]",0.3,0.2,3
56370,9,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56371,8,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,5,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56373,9,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,1,62328,0.0,200.0,"[3.0,100][0.0,200]",0.3,0.2,3
56375,4,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,5,62328,0.0,1800.0,"[4.2,100][3.0,200][0.6,300][0.42857142857142855,1300][0.0,1800]",0.3,0.2,3
56376,7,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,4,62328,0.0,500.0,"[0.42857142857142855,100][0.0,500]",0.3,0.2,3
56377,7,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,3,62328,0.0,600.0,"[3.0,100][0.42857142857142855,200][0.0,600]",0.3,0.2,3
56378,7,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,5,62328,0.0,400.0,"[4.875,100][4.2,200][0.0,400]",0.3,0.2,3
56380,9,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,3,62328,0.0,300.0,"[3.0,100][0.42857142857142855,200][0.0,300]",0.3,0.2,3
56381,10,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56382,2,time,TIME-8b,8b,java.lang.IllegalArgumentException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56383,1,time,TIME-8b,8b,java.lang.IllegalArgumentException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56384,3,time,TIME-8b,8b,java.lang.IllegalArgumentException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56385,4,time,TIME-8b,8b,java.lang.IllegalArgumentException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56386,2,time,TIME-5b,5b,java.lang.UnsupportedOperationException,2,62328,0.0,11700.0,"[0.5862068965517241,100][0.0,11700]",0.3,0.2,3
56387,10,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,1,62328,0.0,200.0,"[3.0,100][0.0,200]",0.3,0.2,3
56388,5,time,TIME-8b,8b,java.lang.IllegalArgumentException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56389,10,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,3,62328,0.0,200.0,"[3.0,100][0.0,200]",0.3,0.2,3
56390,6,time,TIME-8b,8b,java.lang.IllegalArgumentException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56391,7,time,TIME-8b,8b,java.lang.IllegalArgumentException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56392,8,time,TIME-8b,8b,java.lang.IllegalArgumentException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56393,6,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,5,62328,0.0,1300.0,"[4.2,100][0.6551724137931034,300][0.42857142857142855,1000][0.0,1300]",0.3,0.2,3
56394,9,time,TIME-8b,8b,java.lang.IllegalArgumentException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56395,10,time,TIME-8b,8b,java.lang.IllegalArgumentException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.2,3
56397,9,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,4,62328,0.0,400.0,"[0.42857142857142855,100][0.0,400]",0.3,0.2,3
56398,8,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,4,62328,0.0,1000.0,"[3.0,100][0.42857142857142855,200][0.0,1000]",0.3,0.2,3
56399,9,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,5,62328,0.0,500.0,"[4.875,100][4.2,200][0.0,500]",0.3,0.2,3
56400,10,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,4,62328,0.0,500.0,"[3.0,100][0.6551724137931034,300][0.0,500]",0.3,0.2,3
56401,10,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,5,62328,0.0,500.0,"[4.875,100][4.2,300][0.0,500]",0.3,0.2,3
56431,1,time,TIME-5b,5b,java.lang.UnsupportedOperationException,3,62328,3.0,27200.0,"[3.0,100]",0.3,0.2,3
56432,2,time,TIME-5b,5b,java.lang.UnsupportedOperationException,3,62328,3.0,29600.0,"[3.0,100]",0.3,0.2,3
56433,3,time,TIME-5b,5b,java.lang.UnsupportedOperationException,3,62328,3.0,27500.0,"[3.0,100]",0.3,0.2,3
56434,4,time,TIME-5b,5b,java.lang.UnsupportedOperationException,3,62328,3.0,30400.0,"[3.0,100]",0.3,0.2,3
56435,5,time,TIME-5b,5b,java.lang.UnsupportedOperationException,3,62328,3.0,40800.0,"[3.0,100]",0.3,0.2,3
56436,7,time,TIME-5b,5b,java.lang.UnsupportedOperationException,3,62328,3.0,29500.0,"[3.0,100]",0.3,0.2,3
56437,8,time,TIME-5b,5b,java.lang.UnsupportedOperationException,3,62328,0.6756756756756757,27900.0,"[0.6756756756756757,100]",0.3,0.2,3
56438,9,time,TIME-5b,5b,java.lang.UnsupportedOperationException,3,62328,3.0,49600.0,"[3.0,100]",0.3,0.2,3
56439,10,time,TIME-5b,5b,java.lang.UnsupportedOperationException,2,62328,0.5862068965517241,37500.0,"[0.5862068965517241,100]",0.3,0.2,3
56440,1,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,6,62328,0.75,28000.0,"[3.0,100][0.8090322580645161,600][0.75,1900]",0.3,0.2,3
56441,2,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,6,62328,0.75,30700.0,"[3.0,100][0.7894736842105263,1900][0.75,2900]",0.3,0.2,3
56442,3,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,6,62328,0.75,29100.0,"[3.0,100][0.8181818181818182,1100][0.8090322580645161,1700][0.7894736842105263,2600][0.75,6700]",0.3,0.2,3
56443,4,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,6,62328,0.7894736842105263,30400.0,"[3.0,100][0.7894736842105263,900]",0.3,0.2,3
56444,5,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,6,62328,0.75,36600.0,"[3.0,100][0.8090322580645161,3400][0.75,4000]",0.3,0.2,3
56445,6,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,6,62328,0.75,34700.0,"[3.0,100][0.8090322580645161,1200][0.7894736842105263,1800][0.75,2500]",0.3,0.2,3
56446,7,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,6,62328,0.75,36100.0,"[3.0,100][0.75,1200]",0.3,0.2,3
56447,8,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,6,62328,0.75,35800.0,"[4.0,100][3.0,300][0.75,800]",0.3,0.2,3
56448,9,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,6,62328,0.75,33800.0,"[3.0,100][0.7894736842105263,3300][0.75,4700]",0.3,0.2,3
56449,10,time,TIME-7b,7b,org.joda.time.IllegalFieldValueException,6,62328,0.75,36200.0,"[3.0,100][0.8181818181818182,3300][0.7894736842105263,4500][0.75,8900]",0.3,0.2,3
61158,11,lang,LANG-47b,47b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61163,12,lang,LANG-47b,47b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61164,13,lang,LANG-47b,47b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61165,16,lang,LANG-47b,47b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61166,15,lang,LANG-47b,47b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61169,18,lang,LANG-47b,47b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61171,17,lang,LANG-47b,47b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61172,19,lang,LANG-47b,47b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61173,20,lang,LANG-47b,47b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61175,23,lang,LANG-47b,47b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61176,22,lang,LANG-47b,47b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61177,25,lang,LANG-47b,47b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61178,24,lang,LANG-47b,47b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61179,27,lang,LANG-47b,47b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61180,14,lang,LANG-47b,47b,java.lang.NullPointerException,1,62328,0.0,900.0,"[3.0,100][0.42857142857142855,700][0.0,900]",0.3,0.8,3
61183,29,lang,LANG-47b,47b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61185,30,lang,LANG-47b,47b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61186,26,lang,LANG-47b,47b,java.lang.NullPointerException,1,62328,0.0,300.0,"[3.0,100][0.0,300]",0.3,0.8,3
61188,12,lang,LANG-39b,39b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61189,11,lang,LANG-39b,39b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61190,11,lang,LANG-39b,39b,java.lang.NullPointerException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61191,12,lang,LANG-39b,39b,java.lang.NullPointerException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61193,13,lang,LANG-39b,39b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61194,13,lang,LANG-39b,39b,java.lang.NullPointerException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61195,14,lang,LANG-39b,39b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61197,28,lang,LANG-47b,47b,java.lang.NullPointerException,1,62328,0.0,500.0,"[3.0,100][0.0,500]",0.3,0.8,3
61198,14,lang,LANG-39b,39b,java.lang.NullPointerException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61199,17,lang,LANG-39b,39b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61200,15,lang,LANG-39b,39b,java.lang.NullPointerException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61201,16,lang,LANG-39b,39b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61202,15,lang,LANG-39b,39b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61203,21,lang,LANG-47b,47b,java.lang.NullPointerException,1,62328,0.0,1100.0,"[3.0,100][0.0,1100]",0.3,0.8,3
61204,16,lang,LANG-39b,39b,java.lang.NullPointerException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61205,18,lang,LANG-39b,39b,java.lang.NullPointerException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61206,19,lang,LANG-39b,39b,java.lang.NullPointerException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61207,20,lang,LANG-39b,39b,java.lang.NullPointerException,1,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61208,18,lang,LANG-39b,39b,java.lang.NullPointerException,1,62328,0.0,200.0,"[3.0,100][0.0,200]",0.3,0.8,3
61209,20,lang,LANG-39b,39b,java.lang.NullPointerException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
61211,19,lang,LANG-39b,39b,java.lang.NullPointerException,1,62328,0.0,200.0,"[3.0,100][0.0,200]",0.3,0.8,3
61214,21,lang,LANG-39b,39b,java.lang.NullPointerException,2,62328,0.0,100.0,"[0.0,100]",0.3,0.8,3
