,application,case,version,execution_idx,exception_name,exception_kind,frame_level,all_frames_count,project_frames_count,test_case_path,log_path,err_path,p_functional_mocking,functional_mocking_percent,p_reflection_on_private,reflection_start_percent,search_budget,population,line_fitness_value,line_fitness_time_msec,line_fitness_number_of_eval,exception_fitness_value,exception_fitness_time_msec,exception_fitness_number_of_eval,stacktrace_similarity_value,stacktrace_similarity_fitness_msec,stacktrace_similarity_number_of_eval,fitness_function_value,fitness_function_time_msec,fitness_function_number_of_tries,execution_time,total_number_of_eval,fitness_function_evolution
1016,mockito,MOCKITO-9b,9b,10,org.mockito.exceptions.base.MockitoException,Custom Exception,3,7,7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MOCKITO-9b/frame-3/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MOCKITO-9b/frame-3/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MOCKITO-9b/frame-3/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1563.0,1.0,1.0,1564.0,1.0,1.0,1564.0,1.0,3.0,1564.0,1.0,,,(3.0;101;1564)
1018,mockito,MOCKITO-9b,9b,9,org.mockito.exceptions.base.MockitoException,Custom Exception,5,7,7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MOCKITO-9b/frame-5/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MOCKITO-9b/frame-5/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MOCKITO-9b/frame-5/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2245.0,1.0,0.0,16046.0,2423.0,0.4411764705882353,16046.0,2423.0,0.4411764705882353,16046.0,2423.0,202.0,65444.0,(3.0;101;2247)(0.4411764705882353;2516;16046)
1020,time,TIME-10b,10b,5,org.joda.time.IllegalFieldValueException,Custom Exception,2,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-10b/frame-2/5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-2/R5_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-2/R5_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,4029.0,106.0,0.0,14448.0,959.0,0.0,14448.0,959.0,0.0,14448.0,959.0,15.0,1046.0,(4.5;101;1282)(3.0;206;4029)(0.0;1046;14448)
1022,time,TIME-10b,10b,6,org.joda.time.IllegalFieldValueException,Custom Exception,1,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-10b/frame-1/6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-1/R6_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-1/R6_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2322.0,12.0,0.0,3975.0,121.0,0.0,3975.0,121.0,0.0,3975.0,121.0,5.0,206.0,(3.0;101;2322)(0.0;206;3975)
1024,time,TIME-10b,10b,5,org.joda.time.IllegalFieldValueException,Custom Exception,3,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-10b/frame-3/5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-3/R5_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-3/R5_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3320.0,9.0,0.0,3320.0,9.0,0.0,20469.0,574.0,0.0,20469.0,574.0,22.0,626.0,(0.3695652173913043;101;4784)(0.0;626;20469)
1026,mockito,MOCKITO-9b,9b,8,org.mockito.exceptions.base.MockitoException,Custom Exception,5,7,7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MOCKITO-9b/frame-5/8,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MOCKITO-9b/frame-5/R8_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MOCKITO-9b/frame-5/R8_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2745.0,1.0,0.0,19893.0,2491.0,0.4411764705882353,19893.0,2491.0,0.4411764705882353,19893.0,2491.0,280.0,65444.0,(3.0;101;2746)(0.4411764705882353;2516;19893)
1028,time,TIME-10b,10b,6,org.joda.time.IllegalFieldValueException,Custom Exception,2,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-10b/frame-2/6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-2/R6_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-2/R6_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,4147.0,108.0,0.0,18864.0,1371.0,0.0,20505.0,1609.0,0.0,20505.0,1609.0,21.0,1676.0,(4.5;101;1278)(3.0;206;4147)(0.3;1466;18865)(0.0;1676;20505)
1030,time,TIME-10b,10b,7,org.joda.time.IllegalFieldValueException,Custom Exception,1,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-10b/frame-1/7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-1/R7_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-1/R7_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1188.0,2.0,0.0,1188.0,2.0,0.0,1188.0,2.0,0.0,1188.0,2.0,4.0,101.0,(0.0;101;1188)
1032,time,TIME-10b,10b,5,org.joda.time.IllegalFieldValueException,Custom Exception,4,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-10b/frame-4/5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-4/R5_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-4/R5_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2184.0,4.0,0.0,11913.0,252.0,0.0,43835.0,1481.0,0.0,43835.0,1481.0,46.0,1571.0,(3.0;101;2184)(0.3;311;11913)(0.0;1571;43835)
1034,mockito,MOCKITO-9b,9b,8,org.mockito.exceptions.base.MockitoException,Custom Exception,2,7,7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MOCKITO-9b/frame-2/8,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MOCKITO-9b/frame-2/R8_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MOCKITO-9b/frame-2/R8_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,20103.0,133.0,0.0,20103.0,133.0,0.3749999999999999,20103.0,133.0,0.3749999999999999,20103.0,133.0,322.0,65444.0,(4.0;101;2141)(0.37499999999999994;206;20103)
1036,time,TIME-10b,10b,7,org.joda.time.IllegalFieldValueException,Custom Exception,2,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-10b/frame-2/7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-2/R7_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-2/R7_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,5040.0,108.0,0.0,11987.0,666.0,0.0,13138.0,806.0,0.0,13138.0,806.0,13.0,836.0,(4.5;101;1260)(3.0;206;5040)(0.3560311284046692;731;11987)(0.0;836;13138)
1038,time,TIME-10b,10b,6,org.joda.time.IllegalFieldValueException,Custom Exception,5,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-10b/frame-5/6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-5/R6_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-5/R6_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2741.0,6.0,0.0,3060.0,18.0,0.0,21596.0,1315.0,0.0,21596.0,1315.0,22.0,1361.0,(0.4372881355932204;101;3060)(0.42857142857142855;311;9459)(0.3;416;11373)(0.0;1361;21596)
1040,mockito,MOCKITO-9b,9b,4,org.mockito.exceptions.base.MockitoException,Custom Exception,1,7,7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MOCKITO-9b/frame-1/4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MOCKITO-9b/frame-1/R4_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MOCKITO-9b/frame-1/R4_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3280.0,5.0,0.0,3280.0,5.0,0.3,3280.0,5.0,0.3,3280.0,5.0,564.0,65444.0,(0.3;101;3280)
1042,time,TIME-10b,10b,1,org.joda.time.IllegalFieldValueException,Custom Exception,5,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-10b/frame-5/1,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-5/R1_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-5/R1_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1656.0,4.0,0.0,7043.0,212.0,0.0,166543.0,40189.0,0.0,166543.0,40189.0,166.0,40211.0,(3.0;101;1656)(0.42857142857142855;311;7043)(0.40909090909090906;521;9056)(0.3;4511;30476)(0.0;40211;166543)
1044,mockito,MOCKITO-9b,9b,9,org.mockito.exceptions.base.MockitoException,Custom Exception,4,7,7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MOCKITO-9b/frame-4/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MOCKITO-9b/frame-4/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MOCKITO-9b/frame-4/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3497.0,131.0,1.0,2037.0,1.0,1.0,2037.0,1.0,3.0,3497.0,131.0,279.0,65444.0,(5.25;101;2038)(3.0;206;3497)
1046,time,TIME-10b,10b,7,org.joda.time.IllegalFieldValueException,Custom Exception,3,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-10b/frame-3/7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-3/R7_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-3/R7_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2253.0,7.0,0.0,2253.0,7.0,0.0,13581.0,230.0,0.0,13581.0,230.0,16.0,311.0,(0.3695652173913043;101;2253)(0.0;311;13581)
1048,time,TIME-10b,10b,8,org.joda.time.IllegalFieldValueException,Custom Exception,1,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-10b/frame-1/8,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-1/R8_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-1/R8_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2210.0,19.0,0.0,3517.0,107.0,0.0,3517.0,107.0,0.0,3517.0,107.0,5.0,206.0,(3.0;101;2210)(0.0;206;3517)
1050,time,TIME-10b,10b,8,org.joda.time.IllegalFieldValueException,Custom Exception,2,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-10b/frame-2/8,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-2/R8_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-2/R8_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3982.0,116.0,0.0,6870.0,246.0,0.0,6870.0,246.0,0.0,6870.0,246.0,8.0,311.0,(4.5;101;867)(3.0;206;3982)(0.0;311;6870)
1052,time,TIME-10b,10b,5,org.joda.time.IllegalFieldValueException,Custom Exception,5,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-10b/frame-5/5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-5/R5_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-5/R5_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1389.0,6.0,0.0,4871.0,104.0,0.0,66054.0,10038.0,0.0,66055.0,10038.0,66.0,10076.0,(3.0;101;1389)(0.40909090909090906;206;5506)(0.3;9341;62445)(0.0;10076;66055)
1054,time,TIME-10b,10b,6,org.joda.time.IllegalFieldValueException,Custom Exception,3,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-10b/frame-3/6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-3/R6_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-3/R6_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3077.0,2.0,0.0,3457.0,4.0,0.0,56581.0,2854.0,0.0,56581.0,2854.0,58.0,2936.0,(0.39945652173913043;101;3475)(0.3695652173913043;311;13255)(0.3;521;17444)(0.28571428571428575;1046;27729)(0.0;2936;56581)
1056,time,TIME-10b,10b,9,org.joda.time.IllegalFieldValueException,Custom Exception,1,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-10b/frame-1/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-1/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-1/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3964.0,42.0,0.0,5338.0,116.0,0.0,5334.0,116.0,0.0,5338.0,116.0,6.0,206.0,(3.0;101;3964)(0.0;206;5338)
1058,mockito,MOCKITO-9b,9b,9,org.mockito.exceptions.base.MockitoException,Custom Exception,7,7,7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MOCKITO-9b/frame-7/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MOCKITO-9b/frame-7/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MOCKITO-9b/frame-7/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.75,3193.0,1.0,1.0,3193.0,1.0,1.0,3193.0,1.0,5.25,3193.0,1.0,268.0,65444.0,(5.25;101;3193)
1060,time,TIME-10b,10b,9,org.joda.time.IllegalFieldValueException,Custom Exception,2,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-10b/frame-2/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-2/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-2/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,5763.0,103.0,0.0,17451.0,969.0,0.0,19396.0,1131.0,0.0,19396.0,1131.0,19.0,1151.0,(4.5;101;3653)(3.0;206;5763)(0.3;1046;18169)(0.0;1151;19396)
1062,mockito,MOCKITO-9b,9b,10,org.mockito.exceptions.base.MockitoException,Custom Exception,7,7,7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MOCKITO-9b/frame-7/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MOCKITO-9b/frame-7/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MOCKITO-9b/frame-7/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.75,4756.0,1.0,1.0,4758.0,1.0,1.0,4757.0,1.0,5.25,4760.0,1.0,245.0,65444.0,(5.25;101;4760)
1064,time,TIME-10b,10b,10,org.joda.time.IllegalFieldValueException,Custom Exception,1,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-10b/frame-1/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-1/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-1/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2460.0,14.0,0.0,2460.0,14.0,0.0,2460.0,14.0,0.0,2460.0,14.0,3.0,101.0,(0.0;101;2460)
1066,time,TIME-10b,10b,10,org.joda.time.IllegalFieldValueException,Custom Exception,2,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-10b/frame-2/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-2/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-2/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,4881.0,104.0,0.0,8813.0,352.0,0.0,10919.0,563.0,0.0,10919.0,563.0,11.0,626.0,(4.5;101;1030)(3.0;206;4881)(0.3560311284046692;416;8813)(0.3;521;10415)(0.0;626;10919)
1068,time,TIME-10b,10b,9,org.joda.time.IllegalFieldValueException,Custom Exception,3,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-10b/frame-3/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-3/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-3/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3183.0,4.0,0.0,4446.0,27.0,0.0,40313.0,1186.0,0.0,40313.0,1186.0,41.0,1256.0,(0.3;101;4644)(0.28571428571428575;941;33312)(0.0;1256;40313)
1070,mockito,MOCKITO-9b,9b,5,org.mockito.exceptions.base.MockitoException,Custom Exception,1,7,7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MOCKITO-9b/frame-1/5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MOCKITO-9b/frame-1/R5_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MOCKITO-9b/frame-1/R5_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2540.0,1.0,0.0,2541.0,1.0,0.3,2541.0,1.0,0.3,2541.0,1.0,588.0,65444.0,(0.3;101;2541)
1072,time,TIME-10b,10b,9,org.joda.time.IllegalFieldValueException,Custom Exception,5,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-10b/frame-5/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-5/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-5/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3362.0,13.0,0.0,5455.0,114.0,0.0,45669.0,5177.0,0.0,45670.0,5177.0,46.0,5246.0,(3.0;101;3362)(0.42857142857142855;206;5455)(0.40909090909090906;626;11880)(0.3;3461;35153)(0.0;5246;45670)
1074,time,TIME-10b,10b,10,org.joda.time.IllegalFieldValueException,Custom Exception,3,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-10b/frame-3/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-3/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-3/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2765.0,2.0,0.0,4257.0,6.0,0.0,42967.0,1339.0,0.0,42968.0,1339.0,43.0,1361.0,(0.39945652173913043;101;4269)(0.3695652173913043;206;10715)(0.3;311;16121)(0.0;1361;42968)
1076,time,TIME-10b,10b,7,org.joda.time.IllegalFieldValueException,Custom Exception,5,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-10b/frame-5/7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-5/R7_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-5/R7_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1346.0,8.0,0.0,2093.0,11.0,0.0,98728.0,18985.0,0.0,98729.0,18985.0,98.0,19001.0,(0.4372881355932204;101;2093)(0.42857142857142855;206;5863)(0.40909090909090906;416;9064)(0.40625000000000006;1151;15347)(0.3;18581;97276)(0.0;19001;98729)
1078,mockito,MOCKITO-9b,9b,10,org.mockito.exceptions.base.MockitoException,Custom Exception,5,7,7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MOCKITO-9b/frame-5/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MOCKITO-9b/frame-5/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MOCKITO-9b/frame-5/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2895.0,1.0,0.0,21790.0,2405.0,0.4411764705882353,21790.0,2405.0,0.4411764705882353,21790.0,2405.0,314.0,65444.0,(3.0;101;2897)(0.4411764705882353;2411;21790)
1080,mockito,MOCKITO-9b,9b,6,org.mockito.exceptions.base.MockitoException,Custom Exception,1,7,7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MOCKITO-9b/frame-1/6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MOCKITO-9b/frame-1/R6_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MOCKITO-9b/frame-1/R6_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3032.0,10.0,0.0,3032.0,10.0,0.3,3032.0,10.0,0.3,3032.0,10.0,564.0,65444.0,(0.3;101;3032)
1082,time,TIME-10b,10b,10,org.joda.time.IllegalFieldValueException,Custom Exception,5,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/TIME-10b/frame-5/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-5/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/TIME-10b/frame-5/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1345.0,4.0,0.0,3726.0,37.0,0.0,61101.0,11451.0,0.0,61101.0,11451.0,61.0,11546.0,(0.4372881355932204;101;3726)(0.42857142857142855;206;7241)(0.42682926829268286;311;8110)(0.40909090909090906;521;10714)(0.3;10811;58352)(0.0;11546;61101)
1084,mockito,MOCKITO-9b,9b,10,org.mockito.exceptions.base.MockitoException,Custom Exception,2,7,7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MOCKITO-9b/frame-2/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MOCKITO-9b/frame-2/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MOCKITO-9b/frame-2/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,20441.0,106.0,0.0,20441.0,106.0,0.3749999999999999,20441.0,106.0,0.3749999999999999,20441.0,106.0,333.0,65444.0,(4.0;101;2781)(0.37499999999999994;206;20441)
