,application,case,version,execution_idx,exception_name,exception_kind,frame_level,all_frames_count,project_frames_count,test_case_path,log_path,err_path,p_functional_mocking,functional_mocking_percent,p_reflection_on_private,reflection_start_percent,search_budget,population,line_fitness_value,line_fitness_time_msec,line_fitness_number_of_eval,exception_fitness_value,exception_fitness_time_msec,exception_fitness_number_of_eval,stacktrace_similarity_value,stacktrace_similarity_fitness_msec,stacktrace_similarity_number_of_eval,fitness_function_value,fitness_function_time_msec,fitness_function_number_of_tries,execution_time,total_number_of_eval,fitness_function_evolution
7001,math,MATH-40b,40b,5,org.apache.commons.math.exception.TooManyEvaluationsException,Custom Exception,4,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-40b/frame-4/5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-4/R5_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-4/R5_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,4386.0,1.0,0.0,4396.0,1.0,0.0,47070.0,4732.0,0.0,47071.0,4732.0,47.0,4826.0,(0.3;101;4397)(0.2495164410058027;206;9630)(0.24948875255623723;1046;21678)(0.0;4826;47071)
7002,math,MATH-40b,40b,4,org.apache.commons.math.exception.TooManyEvaluationsException,Custom Exception,4,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-40b/frame-4/4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-4/R4_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-4/R4_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,4794.0,3.0,0.0,4821.0,4.0,0.0,54659.0,6316.0,0.0,54659.0,6316.0,55.0,6401.0,(0.2495164410058027;101;7149)(0.24948875255623723;521;13864)(0.0;6401;54659)
7003,math,MATH-40b,40b,5,org.apache.commons.math.exception.TooManyEvaluationsException,Custom Exception,5,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-40b/frame-5/5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-5/R5_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-5/R5_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1667.0,2.0,0.0,4158.0,35.0,0.0,16073.0,946.0,0.0,16073.0,946.0,17.0,1046.0,(0.2495164410058027;101;4158)(0.24940617577197152;416;8975)(0.0;1046;16073)
7004,math,MATH-40b,40b,3,org.apache.commons.math.exception.TooManyEvaluationsException,Custom Exception,5,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-40b/frame-5/3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-5/R3_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-5/R3_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1967.0,13.0,0.0,7780.0,175.0,0.0,22408.0,1552.0,0.0,22408.0,1552.0,22.0,1571.0,(3.0;101;1967)(0.2495164410058027;206;7780)(0.0;1571;22408)
7005,math,MATH-40b,40b,7,org.apache.commons.math.exception.TooManyEvaluationsException,Custom Exception,4,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-40b/frame-4/7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-4/R7_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-4/R7_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3457.0,4.0,0.0,3608.0,6.0,0.0,15818.0,928.0,0.0,15819.0,928.0,16.0,941.0,(0.2495164410058027;101;5906)(0.0;941;15819)
7006,math,MATH-40b,40b,9,org.apache.commons.math.exception.TooManyEvaluationsException,Custom Exception,1,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-40b/frame-1/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-1/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-1/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,,,,,,,,,,,,,,,
7007,math,MATH-40b,40b,8,org.apache.commons.math.exception.TooManyEvaluationsException,Custom Exception,3,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-40b/frame-3/8,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-3/R8_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-3/R8_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,9851.0,497.0,0.0,9851.0,497.0,0.0,9851.0,497.0,0.0,9851.0,497.0,10.0,521.0,(5.6;101;3500)(5.0;311;6848)(4.999999999844732;416;7616)(0.0;521;9851)
7008,math,MATH-40b,40b,7,org.apache.commons.math.exception.TooManyEvaluationsException,Custom Exception,3,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-40b/frame-3/7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-3/R7_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-3/R7_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,8367.0,351.0,0.0,13296.0,886.0,0.0,23831.0,2273.0,0.0,23831.0,2273.0,24.0,2306.0,(5.625;101;1936)(5.0;206;5804)(3.0;416;8367)(0.37499999999999994;941;13296)(0.2495164410058027;1151;14600)(0.24948875255623723;1886;19944)(0.0;2306;23831)
7009,math,MATH-40b,40b,9,org.apache.commons.math.exception.TooManyEvaluationsException,Custom Exception,2,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-40b/frame-2/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-2/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-2/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,,,,,,,,,,,,,,,
7010,math,MATH-40b,40b,7,org.apache.commons.math.exception.TooManyEvaluationsException,Custom Exception,5,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-40b/frame-5/7,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-5/R7_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-5/R7_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1449.0,5.0,0.0,6977.0,319.0,0.0,13684.0,1116.0,0.0,13684.0,1116.0,14.0,1151.0,(3.0;101;1449)(0.2495164410058027;416;6977)(0.24940617577197152;836;11784)(0.0;1151;13684)
7011,math,MATH-40b,40b,6,org.apache.commons.math.exception.TooManyEvaluationsException,Custom Exception,4,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-40b/frame-4/6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-4/R6_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-4/R6_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,4162.0,1.0,0.0,4600.0,12.0,0.0,50270.0,5838.0,0.0,50270.0,5838.0,50.0,5876.0,(0.3;101;4600)(0.2495164410058027;206;8436)(0.24948875255623723;626;15052)(0.24940617577197152;5351;46847)(0.0;5876;50270)
7012,math,MATH-40b,40b,4,org.apache.commons.math.exception.TooManyEvaluationsException,Custom Exception,5,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-40b/frame-5/4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-5/R4_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-5/R4_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1329.0,2.0,0.0,6559.0,169.0,0.0,17993.0,1343.0,0.0,17993.0,1343.0,18.0,1361.0,(3.0;101;1329)(0.2495164410058027;206;6559)(0.0;1361;17993)
7013,math,MATH-40b,40b,10,org.apache.commons.math.exception.TooManyEvaluationsException,Custom Exception,1,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-40b/frame-1/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-1/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-1/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,,,,,,,,,,,,,,,
7014,math,MATH-40b,40b,10,org.apache.commons.math.exception.TooManyEvaluationsException,Custom Exception,2,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-40b/frame-2/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-2/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-2/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,,,,,,,,,,,,,,,
7015,math,MATH-40b,40b,8,org.apache.commons.math.exception.TooManyEvaluationsException,Custom Exception,4,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-40b/frame-4/8,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-4/R8_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-4/R8_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3660.0,1.0,0.0,4161.0,14.0,0.0,18308.0,773.0,0.0,18308.0,773.0,19.0,836.0,(0.2495164410058027;101;6992)(0.24948875255623723;521;14874)(0.0;836;18308)
7016,math,MATH-40b,40b,5,org.apache.commons.math.exception.TooManyEvaluationsException,Custom Exception,3,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-40b/frame-3/5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-3/R5_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-3/R5_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,14366.0,860.0,0.0,14366.0,860.0,0.0,14366.0,860.0,0.0,14366.0,860.0,15.0,941.0,(5.6;101;4297)(5.0;206;5327)(4.999999999844761;416;9031)(4.999999999844109;626;10895)(0.0;941;14366)
7017,math,MATH-40b,40b,9,org.apache.commons.math.exception.TooManyEvaluationsException,Custom Exception,4,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-40b/frame-4/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-4/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-4/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,4784.0,1.0,0.0,4797.0,1.0,0.0,10465.0,170.0,0.0,10466.0,170.0,11.0,206.0,(0.2495164410058027;101;4798)(0.0;206;10466)
7018,math,MATH-49b,49b,1,org.apache.commons.math.MathRuntimeException$6,Custom Exception,4,4,4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-49b/frame-4/1,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-49b/frame-4/R1_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-49b/frame-4/R1_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,,,,,,,,,,,,,,,
7019,math,MATH-38b,38b,9,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,Custom Exception,4,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-38b/frame-4/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-38b/frame-4/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-38b/frame-4/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.5,5158.0,159.0,1.0,634.0,1.0,1.0,633.0,1.0,4.5,5158.0,159.0,190.0,65444.0,(6.0;101;635)(4.5;206;5158)
7020,math,MATH-40b,40b,8,org.apache.commons.math.exception.TooManyEvaluationsException,Custom Exception,5,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-40b/frame-5/8,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-5/R8_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-5/R8_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2273.0,8.0,0.0,5636.0,46.0,0.0,19231.0,1313.0,0.0,19232.0,1313.0,19.0,1361.0,(0.2495164410058027;101;5636)(0.24940617577197152;836;15409)(0.0;1361;19232)
7021,math,MATH-40b,40b,10,org.apache.commons.math.exception.TooManyEvaluationsException,Custom Exception,3,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-40b/frame-3/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-3/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-3/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,8290.0,238.0,0.0,8290.0,238.0,0.0,8290.0,238.0,0.0,8290.0,238.0,9.0,311.0,(5.6;101;4312)(0.0;311;8290)
7022,math,MATH-40b,40b,9,org.apache.commons.math.exception.TooManyEvaluationsException,Custom Exception,3,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-40b/frame-3/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-3/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-3/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,11691.0,655.0,0.0,11742.0,655.0,0.0,14044.0,883.0,0.0,14044.0,883.0,14.0,941.0,(5.625;101;1371)(5.0;206;5872)(0.3;731;11742)(0.0;941;14044)
7023,math,MATH-38b,38b,10,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,Custom Exception,1,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-38b/frame-1/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-38b/frame-1/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-38b/frame-1/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.9895833333333334,651.0,1.0,1.0,651.0,1.0,1.0,651.0,1.0,5.96875,651.0,1.0,181.0,65444.0,(5.96875;101;651)
7024,math,MATH-38b,38b,10,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,Custom Exception,3,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-38b/frame-3/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-38b/frame-3/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-38b/frame-3/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.5,682.0,1.0,1.0,683.0,1.0,1.0,682.0,1.0,4.5,683.0,1.0,168.0,65444.0,(4.5;101;683)
7025,math,MATH-49b,49b,2,org.apache.commons.math.MathRuntimeException$6,Custom Exception,4,4,4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-49b/frame-4/2,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-49b/frame-4/R2_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-49b/frame-4/R2_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,,,,,,,,,,,,,,,
7026,math,MATH-49b,49b,1,org.apache.commons.math.MathRuntimeException$6,Custom Exception,2,4,4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-49b/frame-2/1,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-49b/frame-2/R1_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-49b/frame-2/R1_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2983.0,9.0,0.0,2984.0,9.0,0.0,2983.0,9.0,0.0,2984.0,9.0,5.0,101.0,(0.0;101;2984)
7027,math,MATH-40b,40b,9,org.apache.commons.math.exception.TooManyEvaluationsException,Custom Exception,5,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-40b/frame-5/9,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-5/R9_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-5/R9_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,1763.0,9.0,0.0,6312.0,111.0,0.0,14345.0,639.0,0.0,14345.0,639.0,15.0,731.0,(3.0;101;1763)(0.2495164410058027;206;6312)(0.0;731;14345)
7028,math,MATH-38b,38b,10,org.apache.commons.math.optimization.direct.BOBYQAOptimizer$PathIsExploredException,Custom Exception,2,6,6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-38b/frame-2/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-38b/frame-2/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-38b/frame-2/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.5,725.0,1.0,1.0,725.0,1.0,1.0,725.0,1.0,4.5,725.0,1.0,175.0,65444.0,(4.5;101;725)
7029,math,MATH-40b,40b,10,org.apache.commons.math.exception.TooManyEvaluationsException,Custom Exception,5,5,5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-40b/frame-5/10,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-5/R10_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-40b/frame-5/R10_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,2207.0,4.0,0.0,2262.0,8.0,0.0,12007.0,385.0,0.0,12007.0,385.0,12.0,416.0,(0.2495164410058027;101;2262)(0.0;416;12007)
7030,math,MATH-49b,49b,3,org.apache.commons.math.MathRuntimeException$6,Custom Exception,4,4,4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-49b/frame-4/3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-49b/frame-4/R3_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-49b/frame-4/R3_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,,,,,,,,,,,,,,,
7031,math,MATH-49b,49b,1,org.apache.commons.math.MathRuntimeException$6,Custom Exception,3,4,4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-49b/frame-3/1,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-49b/frame-3/R1_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-49b/frame-3/R1_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,5387.0,47.0,0.0,8715.0,154.0,0.0,8715.0,154.0,0.0,8715.0,154.0,10.0,206.0,(3.0;101;5387)(0.0;206;8715)
7032,math,MATH-49b,49b,2,org.apache.commons.math.MathRuntimeException$6,Custom Exception,2,4,4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-49b/frame-2/2,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-49b/frame-2/R2_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-49b/frame-2/R2_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3996.0,41.0,0.0,3997.0,41.0,0.0,3996.0,41.0,0.0,3998.0,41.0,6.0,101.0,(0.0;101;3998)
7033,math,MATH-49b,49b,4,org.apache.commons.math.MathRuntimeException$6,Custom Exception,4,4,4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-49b/frame-4/4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-49b/frame-4/R4_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-49b/frame-4/R4_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,,,,,,,,,,,,,,,
7034,math,MATH-49b,49b,5,org.apache.commons.math.MathRuntimeException$6,Custom Exception,4,4,4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-49b/frame-4/5,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-49b/frame-4/R5_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-49b/frame-4/R5_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,,,,,,,,,,,,,,,
7035,math,MATH-49b,49b,2,org.apache.commons.math.MathRuntimeException$6,Custom Exception,3,4,4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-49b/frame-3/2,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-49b/frame-3/R2_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-49b/frame-3/R2_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,4078.0,38.0,0.0,4078.0,38.0,0.0,4078.0,38.0,0.0,4078.0,38.0,8.0,101.0,(0.0;101;4078)
7036,math,MATH-49b,49b,3,org.apache.commons.math.MathRuntimeException$6,Custom Exception,2,4,4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-49b/frame-2/3,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-49b/frame-2/R3_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-49b/frame-2/R3_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3930.0,11.0,0.0,3930.0,11.0,0.0,3930.0,11.0,0.0,3934.0,11.0,6.0,101.0,(0.0;101;3934)
7037,math,MATH-49b,49b,6,org.apache.commons.math.MathRuntimeException$6,Custom Exception,4,4,4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-49b/frame-4/6,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-49b/frame-4/R6_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-49b/frame-4/R6_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,,,,,,,,,,,,,,,
7038,math,MATH-49b,49b,4,org.apache.commons.math.MathRuntimeException$6,Custom Exception,2,4,4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/../JarFiles/GGA-tests/MATH-49b/frame-2/4,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-49b/frame-2/R4_PM0.8_Mperc0.5_SB62328_POP100/out,/home/pderakhshanfar/EvoCrash-Experiments/pythonScripts/outputs/logs/MATH-49b/frame-2/R4_PM0.8_Mperc0.5_SB62328_POP100/err,0.8,0.5,0,0,62328,100,0.0,3790.0,9.0,0.0,3790.0,9.0,0.0,3790.0,9.0,0.0,3790.0,9.0,7.0,101.0,(0.0;101;3790)
